"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000110466","INV0469959","117.16","25-Jun-2745"
"CUST0000361259","INV0470391","85.45","28-Feb-2746"
"CUST0000189934","INV0470394","110.38","01-Mar-2746"
"CUST0000310755","INV0470788","88.76","09-Oct-2746"
"CUST0000048878","INV0470801","84.7","16-Oct-2746"
"CUST0000257000","INV0471028","104.34","15-Feb-2747"
"CUST0000343061","INV0471508","119.35","08-Dec-2747"
"CUST0000266306","INV0471531","113.41","22-Dec-2747"
"CUST0000067589","INV0473424","102.45","17-Dec-2750"
"CUST0000368539","INV0473513","85.46","11-Feb-2751"
"CUST0000066721","INV0473837","95.88","17-Aug-2751"
"CUST0000013623","INV0474126","88.2","05-Feb-2752"
"CUST0000407312","INV0474194","90.85","09-Mar-2752"
"CUST0000035675","INV0476488","99.22","27-Oct-2755"
"CUST0000293853","INV0476532","119.43","20-Nov-2755"
"CUST0000177439","INV0477673","111.53","12-Aug-2757"
"CUST0000385553","INV0478247","101.76","24-Jun-2758"
"CUST0000281264","INV0478637","113.84","11-Feb-2759"
"CUST0000140725","INV0479434","87.25","14-May-2760"
"CUST0000151696","INV0479835","117.82","30-Dec-2760"
"CUST0000154506","INV0479880","81.89","19-Jan-2761"
"CUST0000312916","INV0479953","81.36","28-Feb-2761"
"CUST0000207181","INV0480545","109.44","17-Feb-2762"
"CUST0000272493","INV0480886","92.55","31-Aug-2762"
"CUST0000109524","INV0481938","98.57","16-Apr-2764"
"CUST0000492483","INV0482074","111.31","27-Jun-2764"
"CUST0000441961","INV0482823","103.22","02-Sep-2765"
"CUST0000430827","INV0483712","111.94","14-Jan-2767"
"CUST0000223523","INV0483939","112.0","28-May-2767"
"CUST0000414585","INV0484005","91.37","11-Jul-2767"
"CUST0000128907","INV0484327","80.78","08-Jan-2768"
"CUST0000442713","INV0484366","111.26","27-Jan-2768"
"CUST0000040791","INV0485217","80.54","24-Jun-2769"
"CUST0000454766","INV0485624","84.13","22-Feb-2770"
"CUST0000305806","INV0485766","108.3","26-May-2770"
"CUST0000185312","INV0487220","118.37","06-Sep-2772"
"CUST0000476742","INV0488015","85.68","09-Dec-2773"
"CUST0000208259","INV0489246","72.88","21-Nov-2775"
"CUST0000305802","INV0489501","106.5","30-Apr-2776"
"CUST0000064717","INV0489957","96.13","02-Feb-2777"
"CUST0000063347","INV0490031","110.89","11-Mar-2777"
"CUST0000426443","INV0490985","80.43","15-Sep-2778"
"CUST0000093571","INV0491103","118.49","16-Nov-2778"
"CUST0000230662","INV0491784","88.76","10-Jan-2780"
"CUST0000142840","INV0492260","82.86","25-Sep-2780"
"CUST0000446882","INV0492322","86.98","01-Nov-2780"
"CUST0000009290","INV0492417","118.03","26-Dec-2780"
"CUST0000041556","INV0492640","111.71","03-May-2781"
"CUST0000373518","INV0493499","97.79","25-Sep-2782"
"CUST0000475376","INV0494118","73.55","19-Sep-2783"
"CUST0000301092","INV0494523","119.96","06-May-2784"
"CUST0000470672","INV0494869","91.83","17-Nov-2784"
"CUST0000350738","INV0495049","119.8","26-Feb-2785"
"CUST0000183567","INV0495578","96.68","18-Dec-2785"
"CUST0000412508","INV0496677","112.82","23-Aug-2787"
"CUST0000091677","INV0496761","112.15","06-Oct-2787"
"CUST0000312429","INV0497519","109.67","19-Dec-2788"
"CUST0000096604","INV0497554","79.61","11-Jan-2789"
"CUST0000411356","INV0497595","89.8","03-Feb-2789"
"CUST0000312916","INV0497670","76.35","17-Mar-2789"
"CUST0000160494","INV0498129","71.39","13-Dec-2789"
"CUST0000001091","INV0498144","87.13","22-Dec-2789"
"CUST0000384620","INV0499747","104.04","21-Jul-2792"
"CUST0000052594","INV0500395","85.11","25-Jul-2793"
"CUST0000005952","INV0501080","94.78","06-Sep-2794"
"CUST0000127792","INV0501711","95.79","02-Oct-2795"
"CUST0000013166","INV0502254","113.68","07-Aug-2796"
"CUST0000474055","INV0502531","110.94","28-Jan-2797"
"CUST0000167435","INV0502755","105.37","14-Jun-2797"
"CUST0000058194","INV0502827","105.08","26-Jul-2797"
"CUST0000478039","INV0503412","72.45","04-Jul-2798"
"CUST0000109524","INV0504607","108.12","16-May-2800"
"CUST0000409789","INV0505639","78.13","14-Dec-2801"
"CUST0000412182","INV0507322","85.45","10-Aug-2804"
"CUST0000341822","INV0507801","106.38","18-May-2805"
"CUST0000140474","INV0508348","78.06","01-Apr-2806"
"CUST0000359667","INV0508698","79.74","24-Oct-2806"
"CUST0000209708","INV0509365","90.01","11-Nov-2807"
"CUST0000465064","INV0510198","103.34","18-Mar-2809"
"CUST0000177989","INV0511953","96.43","07-Dec-2811"
"CUST0000372026","INV0512367","81.58","28-Jul-2812"
"CUST0000375097","INV0512443","93.37","10-Sep-2812"
"CUST0000219927","INV0512729","74.27","26-Feb-2813"
"CUST0000414987","INV0512763","115.52","13-Mar-2813"
"CUST0000149883","INV0514105","81.11","24-May-2815"
"CUST0000418514","INV0514225","106.24","03-Aug-2815"
"CUST0000071896","INV0514432","90.56","28-Nov-2815"
"CUST0000158840","INV0514955","87.78","15-Oct-2816"
"CUST0000241418","INV0515353","99.15","07-Jun-2817"
"CUST0000398796","INV0515477","73.48","18-Aug-2817"
"CUST0000094897","INV0516839","109.41","25-Oct-2819"
"CUST0000373518","INV0517521","93.97","04-Nov-2820"
"CUST0000148637","INV0518300","84.27","04-Feb-2822"
"CUST0000223289","INV0518347","105.43","02-Mar-2822"
"CUST0000049927","INV0518610","112.16","27-Jul-2822"
"CUST0000410478","INV0518665","92.92","24-Aug-2822"
"CUST0000109535","INV0519190","101.98","01-Jul-2823"
"CUST0000234250","INV0519432","80.56","16-Nov-2823"
"CUST0000140904","INV0519589","83.67","10-Feb-2824"
"CUST0000491241","INV0520142","102.43","28-Dec-2824"
"CUST0000115052","INV0520279","72.02","15-Mar-2825"
"CUST0000188932","INV0520383","79.6","02-May-2825"
"CUST0000138042","INV0520396","118.7","06-May-2825"
"CUST0000423294","INV0521200","83.15","16-Aug-2826"
"CUST0000198765","INV0521370","73.43","30-Nov-2826"
"CUST0000260730","INV0522869","82.35","19-Apr-2829"
"CUST0000269987","INV0523000","101.83","07-Jul-2829"
"CUST0000002010","INV0523028","95.04","20-Jul-2829"
"CUST0000471271","INV0523443","111.1","15-Mar-2830"
"CUST0000467141","INV0523645","74.35","21-Jun-2830"
"CUST0000225606","INV0523789","91.94","06-Sep-2830"
"CUST0000228965","INV0524446","103.82","21-Sep-2831"
"CUST0000394064","INV0525788","70.91","08-Nov-2833"
"CUST0000282049","INV0525994","102.94","17-Mar-2834"
"CUST0000096156","INV0526508","98.66","05-Jan-2835"
"CUST0000461899","INV0526876","106.19","05-Aug-2835"
"CUST0000330361","INV0527305","110.81","21-Apr-2836"
"CUST0000216705","INV0527883","93.08","28-Mar-2837"
"CUST0000081191","INV0528371","82.04","22-Jan-2838"
"CUST0000245022","INV0529683","73.31","07-Mar-2840"
"CUST0000440537","INV0530431","103.03","08-May-2841"
"CUST0000185712","INV0531331","83.54","07-Oct-2842"
"CUST0000293588","INV0532303","102.45","31-Mar-2844"
"CUST0000347648","INV0532414","73.37","28-May-2844"
"CUST0000319380","INV0534106","73.74","05-Feb-2847"
"CUST0000132215","INV0534264","77.32","09-May-2847"
"CUST0000251013","INV0535115","75.55","29-Aug-2848"
"CUST0000186569","INV0536467","74.09","23-Oct-2850"
"CUST0000327472","INV0538618","101.97","16-Apr-2854"
"CUST0000439230","INV0538995","116.36","21-Nov-2854"
"CUST0000110466","INV0539037","93.49","19-Dec-2854"
"CUST0000456818","INV0539169","86.56","19-Mar-2855"
"CUST0000462624","INV0539656","76.69","17-Dec-2855"
"CUST0000143007","INV0539942","105.43","22-May-2856"
"CUST0000320930","INV0541009","91.04","04-Feb-2858"
"CUST0000236853","INV0541409","84.82","07-Sep-2858"
"CUST0000392121","INV0541520","113.98","09-Nov-2858"
"CUST0000301526","INV0541665","72.3","29-Jan-2859"
"CUST0000156154","INV0541801","77.46","28-Apr-2859"
"CUST0000441859","INV0541842","71.77","18-May-2859"
"CUST0000007843","INV0541846","87.66","21-May-2859"
"CUST0000353541","INV0542090","71.83","13-Oct-2859"
"CUST0000456710","INV0542701","70.94","12-Oct-2860"
"CUST0000205339","INV0544220","112.14","26-Feb-2863"
"CUST0000311993","INV0544751","113.22","12-Dec-2863"
"CUST0000495540","INV0544781","106.19","31-Dec-2863"
"CUST0000367895","INV0545039","105.65","06-Jun-2864"
"CUST0000112610","INV0545050","91.45","12-Jun-2864"
"CUST0000362176","INV0545181","80.16","24-Aug-2864"
"CUST0000315885","INV0545322","83.23","12-Nov-2864"
"CUST0000281264","INV0545373","105.2","08-Dec-2864"
"CUST0000128099","INV0545559","116.19","04-Apr-2865"
"CUST0000232988","INV0546283","106.21","16-Jun-2866"
"CUST0000364926","INV0546710","81.43","07-Feb-2867"
"CUST0000450216","INV0547480","102.38","04-May-2868"
"CUST0000446604","INV0548298","103.65","05-Aug-2869"
"CUST0000207246","INV0548653","92.95","16-Feb-2870"
"CUST0000434475","INV0548817","116.61","02-Jun-2870"
"CUST0000426443","INV0549689","71.78","12-Oct-2871"
"CUST0000143007","INV0549844","110.92","12-Jan-2872"
"CUST0000404827","INV0549900","84.47","15-Feb-2872"
"CUST0000122896","INV0550096","108.22","03-Jun-2872"
"CUST0000140130","INV0550155","82.31","10-Jul-2872"
"CUST0000404140","INV0550447","118.14","25-Dec-2872"
"CUST0000384150","INV0551024","100.38","27-Nov-2873"
"CUST0000296029","INV0552028","108.45","03-Jul-2875"
"CUST0000469588","INV0553192","100.66","08-Jun-2877"
"CUST0000165983","INV0555578","117.82","12-Apr-2881"
"CUST0000408331","INV0555588","91.22","17-Apr-2881"
"CUST0000258287","INV0555716","99.34","13-Jul-2881"
"CUST0000399675","INV0556976","100.84","22-Jun-2883"
"CUST0000062100","INV0558246","93.14","20-Jun-2885"
"CUST0000105653","INV0558533","97.74","06-Dec-2885"
"CUST0000437760","INV0559833","101.86","09-Jan-2888"
"CUST0000323111","INV0559978","81.66","28-Mar-2888"
"CUST0000493387","INV0560351","75.42","28-Oct-2888"
"CUST0000446882","INV0560511","86.64","26-Jan-2889"
"CUST0000328023","INV0561082","75.19","11-Dec-2889"
"CUST0000448406","INV0561457","77.87","05-Jul-2890"
"CUST0000010042","INV0562219","86.59","19-Sep-2891"
"CUST0000381722","INV0562390","78.13","24-Dec-2891"
"CUST0000494696","INV0563640","93.67","08-Dec-2893"
"CUST0000446604","INV0563821","105.65","22-Mar-2894"
"CUST0000258357","INV0564602","74.42","15-May-2895"
"CUST0000094897","INV0564713","97.81","17-Jul-2895"
"CUST0000272493","INV0565634","92.53","26-Dec-2896"
"CUST0000384454","INV0566134","101.13","08-Oct-2897"
"CUST0000359006","INV0566751","92.36","11-Oct-2898"
"CUST0000281264","INV0566811","107.4","13-Nov-2898"
"CUST0000483016","INV0567061","104.33","29-Mar-2899"
"CUST0000499042","INV0568151","107.42","06-Dec-2900"
"CUST0000209552","INV0568409","84.26","10-May-2901"
"CUST0000124740","INV0569094","99.63","14-Jun-2902"
"CUST0000263476","INV0569745","86.65","24-Jun-2903"
"CUST0000025665","INV0570447","93.98","06-Aug-2904"
"CUST0000182537","INV0570560","73.63","09-Oct-2904"
"CUST0000349345","INV0570708","82.93","31-Dec-2904"
"CUST0000398330","INV0571126","96.01","02-Aug-2905"
"CUST0000240954","INV0571736","96.23","31-Jul-2906"
"CUST0000137772","INV0574390","118.0","16-Sep-2910"
"CUST0000492223","INV0576288","77.3","15-Oct-2913"
"CUST0000492223","INV0576725","118.51","28-Jun-2914"
"CUST0000272654","INV0577783","85.38","25-Feb-2916"
"CUST0000383676","INV0578520","86.11","28-Apr-2917"
"CUST0000167435","INV0578587","91.46","09-Jun-2917"
"CUST0000009290","INV0579212","97.09","10-Jun-2918"
"CUST0000055535","INV0579483","102.18","15-Nov-2918"
"CUST0000200986","INV0580357","74.82","24-Mar-2920"
"CUST0000456083","INV0580824","114.51","01-Jan-2921"
"CUST0000163808","INV0580895","113.21","07-Feb-2921"
"CUST0000430827","INV0581001","80.92","10-Apr-2921"
"CUST0000179766","INV0581811","100.14","29-Jun-2922"
"CUST0000459825","INV0582008","99.09","18-Oct-2922"
"CUST0000485388","INV0582111","111.34","19-Dec-2922"
"CUST0000124143","INV0582177","80.68","29-Jan-2923"
"CUST0000299489","INV0582294","77.18","10-Apr-2923"
"CUST0000101403","INV0584254","112.46","16-May-2926"
"CUST0000246223","INV0584342","76.64","06-Jul-2926"
"CUST0000168106","INV0584535","111.42","18-Oct-2926"
"CUST0000384150","INV0584638","71.98","13-Dec-2926"
"CUST0000441947","INV0584744","92.5","07-Feb-2927"
"CUST0000105517","INV0585332","103.51","14-Jan-2928"
"CUST0000412508","INV0586304","95.46","22-Jul-2929"
"CUST0000049927","INV0587010","89.65","17-Aug-2930"
"CUST0000055535","INV0590078","113.47","18-Jun-2935"
"CUST0000350738","INV0590220","116.83","16-Sep-2935"
"CUST0000429565","INV0590548","91.86","29-Mar-2936"
"CUST0000189934","INV0590552","97.93","31-Mar-2936"
"CUST0000304123","INV0591040","86.96","30-Dec-2936"
"CUST0000234147","INV0591171","111.69","20-Mar-2937"
"CUST0000179766","INV0591640","112.4","12-Dec-2937"
"CUST0000137064","INV0592021","105.05","01-Jul-2938"
"CUST0000128907","INV0592112","108.38","28-Aug-2938"
"CUST0000333114","INV0594571","111.42","30-Jun-2942"
"CUST0000368643","INV0594585","114.64","11-Jul-2942"
"CUST0000426803","INV0595551","102.02","14-Feb-2944"
"CUST0000319565","INV0597544","104.7","21-Apr-2947"
"CUST0000362176","INV0598190","73.92","26-Apr-2948"
"CUST0000260743","INV0598609","82.1","26-Dec-2948"
"CUST0000272324","INV0599266","96.9","04-Jan-2950"
"CUST0000137173","INV0599564","86.82","26-Jun-2950"
"CUST0000113647","INV0599637","81.13","07-Aug-2950"
"CUST0000025768","INV0599962","72.93","13-Feb-2951"
"CUST0000011820","INV0601067","76.56","12-Dec-2952"
"CUST0000206847","INV0601767","87.39","31-Jan-2954"
"CUST0000398660","INV0601842","84.49","21-Mar-2954"
"CUST0000465563","INV0601987","70.26","22-Jun-2954"
"CUST0000269146","INV0603670","105.98","27-Feb-2957"
"CUST0000048878","INV0604708","81.9","01-Oct-2958"
"CUST0000154506","INV0604873","85.36","10-Jan-2959"
"CUST0000281264","INV0605469","77.6","30-Dec-2959"
"CUST0000302919","INV0605683","117.56","09-May-2960"
"CUST0000490012","INV0605696","97.68","18-May-2960"
"CUST0000412790","INV0605736","74.31","09-Jun-2960"
"CUST0000437760","INV0605774","89.6","28-Jun-2960"
"CUST0000467585","INV0606212","119.0","04-Mar-2961"
"CUST0000112368","INV0607391","99.04","07-Feb-2963"
"CUST0000282591","INV0607449","89.12","10-Mar-2963"
"CUST0000286383","INV0607462","108.03","15-Mar-2963"
"CUST0000076359","INV0608110","116.41","17-Mar-2964"
"CUST0000474707","INV0608285","82.53","27-Jun-2964"
"CUST0000126396","INV0608717","80.92","15-Mar-2965"
"CUST0000338394","INV0609189","118.73","17-Dec-2965"
"CUST0000211688","INV0609918","91.21","22-Feb-2967"
"CUST0000216793","INV0611554","80.39","05-Oct-2969"
"CUST0000362413","INV0611894","71.53","31-Mar-2970"
"CUST0000011875","INV0612440","97.13","05-Feb-2971"
"CUST0000360782","INV0613253","73.89","18-May-2972"
"CUST0000477555","INV0613271","106.69","28-May-2972"
"CUST0000399675","INV0613703","82.66","30-Jan-2973"
"CUST0000440602","INV0613955","78.76","10-Jun-2973"
"CUST0000309969","INV0615121","118.72","21-Apr-2975"
"CUST0000105653","INV0615214","97.92","13-Jun-2975"
"CUST0000353541","INV0615287","118.02","04-Aug-2975"
"CUST0000081191","INV0615932","87.51","16-Aug-2976"
"CUST0000003957","INV0616134","82.56","06-Dec-2976"
"CUST0000492223","INV0616453","88.78","20-May-2977"
"CUST0000046638","INV0616541","110.84","08-Jul-2977"
"CUST0000428376","INV0618881","94.31","21-Mar-2981"
"CUST0000153138","INV0618988","86.92","14-May-2981"
"CUST0000430637","INV0619594","93.62","03-May-2982"
"CUST0000105149","INV0619729","77.94","22-Jul-2982"
"CUST0000108880","INV0619812","94.16","11-Sep-2982"
"CUST0000350516","INV0620014","71.95","13-Jan-2983"
"CUST0000205149","INV0620692","73.5","26-Feb-2984"
"CUST0000000142","INV0622312","71.36","05-Sep-2986"
"CUST0000188932","INV0623168","98.35","09-Jan-2988"
"CUST0000285662","INV0624532","96.15","13-Mar-2990"
"CUST0000100328","INV0624627","107.14","15-May-2990"
"CUST0000493387","INV0625037","118.83","27-Dec-2990"
"CUST0000228771","INV0625466","74.12","15-Aug-2991"
"CUST0000443547","INV0625938","75.61","18-May-2992"
"CUST0000309565","INV0626161","110.35","27-Sep-2992"
"CUST0000068655","INV0627238","105.51","18-Jun-2994"
"CUST0000316555","INV0627375","74.11","08-Sep-2994"
"CUST0000166433","INV0627507","112.74","29-Nov-2994"
"CUST0000010604","INV0627509","97.95","30-Nov-2994"
"CUST0000425869","INV0628399","83.01","01-May-2996"
"CUST0000488898","INV0628929","112.58","06-Mar-2997"
"CUST0000310523","INV0629911","115.12","01-Nov-2998"
"CUST0000053413","INV0630064","86.65","01-Feb-2999"
"CUST0000414987","INV0630787","115.1","03-Apr-3000"
"CUST0000387850","INV0631634","105.48","12-Aug-3001"
"CUST0000488925","INV0631864","74.43","27-Dec-3001"
"CUST0000137772","INV0632271","78.26","20-Aug-3002"
"CUST0000438264","INV0632425","83.12","15-Nov-3002"
"CUST0000257000","INV0633215","75.05","20-Feb-3004"
"CUST0000322089","INV0633444","106.84","04-Jul-3004"
"CUST0000443547","INV0633703","114.18","04-Dec-3004"
"CUST0000200986","INV0634934","70.79","15-Dec-3006"
"CUST0000158840","INV0635149","76.38","26-Apr-3007"
"CUST0000260743","INV0636241","114.69","10-Jan-3009"
"CUST0000483016","INV0637822","91.99","16-Jun-3011"
"CUST0000299919","INV0638952","93.43","13-Mar-3013"
"CUST0000140904","INV0639221","78.0","19-Aug-3013"
"CUST0000184085","INV0640725","86.33","09-Dec-3015"
"CUST0000250392","INV0640776","113.11","11-Jan-3016"
"CUST0000053413","INV0640871","73.21","05-Mar-3016"
"CUST0000275328","INV0641716","99.78","19-Jun-3017"
"CUST0000439230","INV0642042","115.78","05-Jan-3018"
"CUST0000492483","INV0642273","114.48","19-May-3018"
"CUST0000437959","INV0642391","94.27","21-Jul-3018"
"CUST0000218448","INV0642583","118.46","10-Nov-3018"
"CUST0000350408","INV0642610","98.56","26-Nov-3018"
"CUST0000096604","INV0642985","108.78","06-Jul-3019"
"CUST0000137772","INV0643273","90.71","26-Dec-3019"
"CUST0000236853","INV0643612","95.56","05-Jul-3020"
"CUST0000359006","INV0643616","96.96","07-Jul-3020"
"CUST0000211780","INV0645693","101.11","01-Nov-3023"
"CUST0000334219","INV0645942","114.71","02-Apr-3024"
"CUST0000357330","INV0646293","71.0","08-Oct-3024"
"CUST0000178533","INV0646318","113.57","21-Oct-3024"
"CUST0000385237","INV0646339","71.2","04-Nov-3024"
"CUST0000017118","INV0646371","118.25","23-Nov-3024"
"CUST0000127503","INV0646750","92.44","01-Jul-3025"
"CUST0000025674","INV0646871","92.5","10-Sep-3025"
"CUST0000426803","INV0646993","90.8","23-Nov-3025"
"CUST0000053413","INV0647308","113.61","31-May-3026"
"CUST0000283640","INV0648166","80.6","17-Oct-3027"
"CUST0000497540","INV0648459","71.85","02-Apr-3028"
"CUST0000182315","INV0648460","98.1","02-Apr-3028"
"CUST0000362762","INV0648531","111.42","12-May-3028"
"CUST0000033583","INV0648943","74.01","30-Jan-3029"
"CUST0000183567","INV0649466","72.45","28-Nov-3029"
"CUST0000343919","INV0649944","83.9","04-Sep-3030"
"CUST0000199217","INV0650582","98.72","31-Aug-3031"
"CUST0000350738","INV0652307","104.04","09-May-3034"
"CUST0000485388","INV0652425","106.78","25-Jul-3034"
"CUST0000468892","INV0652966","111.99","01-Jun-3035"
"CUST0000362559","INV0653795","91.18","07-Oct-3036"
"CUST0000390760","INV0655463","113.58","18-May-3039"
"CUST0000284683","INV0655765","77.42","18-Nov-3039"
"CUST0000036427","INV0655908","82.71","15-Feb-3040"
"CUST0000379224","INV0656371","115.06","17-Nov-3040"
"CUST0000419494","INV0656891","104.37","14-Sep-3041"
"CUST0000092350","INV0657182","82.67","07-Mar-3042"
"CUST0000311081","INV0658201","86.74","17-Oct-3043"
"CUST0000464659","INV0658205","89.89","19-Oct-3043"
"CUST0000327472","INV0659311","84.31","28-Jul-3045"
"CUST0000207246","INV0659775","101.07","20-Apr-3046"
"CUST0000081507","INV0659784","95.28","27-Apr-3046"
"CUST0000128213","INV0659872","83.21","23-Jun-3046"
"CUST0000027780","INV0660619","84.34","06-Sep-3047"
"CUST0000186479","INV0660905","73.19","13-Feb-3048"
"CUST0000310170","INV0660991","114.03","08-Apr-3048"
"CUST0000365261","INV0661029","111.41","28-Apr-3048"
"CUST0000448674","INV0662344","116.6","08-Jun-3050"
"CUST0000097839","INV0662967","75.09","11-Jun-3051"
"CUST0000193673","INV0663597","104.04","03-Jun-3052"
"CUST0000072192","INV0663637","108.89","27-Jun-3052"
"CUST0000031536","INV0664180","105.55","07-May-3053"
"CUST0000432386","INV0667169","79.36","18-Jan-3058"
"CUST0000175520","INV0667813","78.48","12-Jan-3059"
"CUST0000254146","INV0668234","100.99","12-Sep-3059"
"CUST0000461005","INV0668478","101.46","19-Jan-3060"
"CUST0000360943","INV0669134","102.22","03-Feb-3061"
"CUST0000001084","INV0669641","116.6","28-Nov-3061"
"CUST0000349345","INV0670395","95.96","07-Feb-3063"
"CUST0000105158","INV0670788","117.96","30-Sep-3063"
"CUST0000320930","INV0671278","102.91","14-Jul-3064"
"CUST0000061459","INV0671303","77.7","30-Jul-3064"
"CUST0000263817","INV0671309","107.23","02-Aug-3064"
"CUST0000234250","INV0671403","101.84","21-Sep-3064"
"CUST0000282858","INV0671944","89.41","02-Aug-3065"
"CUST0000317020","INV0672109","99.46","05-Nov-3065"
"CUST0000320930","INV0673067","88.94","27-May-3067"
"CUST0000418934","INV0673479","78.12","14-Jan-3068"
"CUST0000241202","INV0673628","96.53","10-Apr-3068"
"CUST0000294313","INV0674016","102.5","13-Dec-3068"
"CUST0000143895","INV0674533","93.6","07-Oct-3069"
"CUST0000176377","INV0674579","83.12","31-Oct-3069"
"CUST0000178533","INV0675456","93.06","03-Mar-3071"
"CUST0000387850","INV0675857","115.74","22-Oct-3071"
"CUST0000338394","INV0676223","101.48","22-May-3072"
"CUST0000036427","INV0676355","70.9","29-Jul-3072"
"CUST0000223289","INV0676710","103.94","19-Feb-3073"
"CUST0000302919","INV0677197","112.71","29-Nov-3073"
"CUST0000151710","INV0678097","70.97","30-May-3075"
"CUST0000261220","INV0678394","73.81","14-Nov-3075"
"CUST0000248758","INV0679014","117.84","08-Nov-3076"
"CUST0000347648","INV0680285","109.7","13-Nov-3078"
"CUST0000479699","INV0681891","81.25","05-Jun-3081"
"CUST0000040791","INV0682139","101.29","24-Oct-3081"
"CUST0000335424","INV0682629","70.76","28-Jul-3082"
"CUST0000002010","INV0682962","88.73","18-Feb-3083"
"CUST0000234250","INV0683372","71.63","16-Oct-3083"
"CUST0000000393","INV0683485","95.82","13-Dec-3083"
"CUST0000254146","INV0683605","87.72","27-Feb-3084"
"CUST0000425869","INV0684112","73.6","20-Dec-3084"
"CUST0000206847","INV0684245","91.41","02-Mar-3085"
"CUST0000362176","INV0684460","86.49","19-Jul-3085"
"CUST0000396670","INV0684852","110.48","21-Feb-3086"
"CUST0000012853","INV0684994","73.68","18-May-3086"
"CUST0000431885","INV0685010","89.37","27-May-3086"
"CUST0000049058","INV0685219","72.43","27-Sep-3086"
"CUST0000031536","INV0685731","104.7","11-Jul-3087"
"CUST0000147558","INV0687087","87.4","03-Sep-3089"
"CUST0000495540","INV0687677","119.21","15-Aug-3090"
"CUST0000326412","INV0687942","84.28","12-Jan-3091"
"CUST0000173126","INV0688522","106.14","14-Dec-3091"
"CUST0000062100","INV0688580","93.71","16-Jan-3092"
"CUST0000182315","INV0689281","81.05","10-Mar-3093"
"CUST0000216705","INV0689894","107.97","03-Feb-3094"
"CUST0000480186","INV0690644","114.66","02-Apr-3095"
"CUST0000124740","INV0690882","72.58","11-Aug-3095"
"CUST0000155828","INV0692566","82.98","23-Mar-3098"
"CUST0000058194","INV0692807","81.41","09-Aug-3098"
"CUST0000246793","INV0692809","83.17","10-Aug-3098"
"CUST0000392536","INV0693388","79.66","04-Aug-3099"
"CUST0000476602","INV0693512","86.42","14-Oct-3099"
"CUST0000392121","INV0694177","102.0","29-Oct-3100"
"CUST0000269146","INV0694239","117.1","04-Dec-3100"
"CUST0000296029","INV0695961","85.19","31-Aug-3103"
"CUST0000232214","INV0696564","94.63","19-Aug-3104"
"CUST0000391358","INV0696788","89.74","27-Dec-3104"
"CUST0000338258","INV0697230","113.16","18-Sep-3105"
"CUST0000373518","INV0698047","96.46","29-Dec-3106"
"CUST0000300048","INV0698065","79.75","13-Jan-3107"
"CUST0000276590","INV0698235","104.87","30-Apr-3107"
"CUST0000149717","INV0698288","93.67","03-Jun-3107"
"CUST0000174482","INV0698751","94.44","21-Feb-3108"
"CUST0000328023","INV0698932","101.54","07-Jun-3108"
"CUST0000457302","INV0699792","84.9","15-Oct-3109"
"CUST0000099033","INV0700530","101.73","02-Jan-3111"
"CUST0000310170","INV0700732","80.6","13-Apr-3111"
"CUST0000073565","INV0701407","109.68","02-May-3112"
"CUST0000161064","INV0701464","112.42","05-Jun-3112"
"CUST0000035675","INV0701880","95.79","07-Feb-3113"
"CUST0000063655","INV0703273","113.63","11-May-3115"
"CUST0000224718","INV0703292","103.14","21-May-3115"
"CUST0000056457","INV0703611","76.64","18-Nov-3115"
"CUST0000467141","INV0703694","79.72","15-Jan-3116"
"CUST0000336658","INV0704368","74.33","07-Mar-3117"
"CUST0000105149","INV0704435","112.76","15-Apr-3117"
"CUST0000152351","INV0704498","78.57","22-May-3117"
"CUST0000338778","INV0704604","105.51","27-Jul-3117"
"CUST0000326412","INV0704672","80.1","03-Sep-3117"
"CUST0000318939","INV0704775","91.64","04-Nov-3117"
"CUST0000398660","INV0705514","99.19","11-Jan-3119"
"CUST0000221524","INV0705876","118.24","10-Aug-3119"
"CUST0000003510","INV0705956","95.58","03-Oct-3119"
"CUST0000495540","INV0706284","79.43","21-Apr-3120"
"CUST0000140144","INV0706884","81.21","20-Mar-3121"
"CUST0000163414","INV0707228","87.89","04-Oct-3121"
"CUST0000362559","INV0707324","97.01","26-Nov-3121"
"CUST0000266563","INV0707727","79.34","21-Jul-3122"
"CUST0000096156","INV0707864","115.11","11-Oct-3122"
"CUST0000218814","INV0708340","78.66","16-Jul-3123"
"CUST0000309565","INV0708610","88.51","30-Dec-3123"
"CUST0000209708","INV0709059","85.5","21-Sep-3124"
"CUST0000168344","INV0709490","89.47","09-May-3125"
"CUST0000208203","INV0710660","79.99","12-Mar-3127"
"CUST0000282061","INV0711232","117.0","13-Feb-3128"
"CUST0000339590","INV0711570","111.24","22-Aug-3128"
"CUST0000115511","INV0711595","117.16","03-Sep-3128"
"CUST0000328023","INV0711932","75.07","20-Mar-3129"
"CUST0000263795","INV0712032","118.68","19-May-3129"
"CUST0000295665","INV0712247","83.82","25-Sep-3129"
"CUST0000105653","INV0712753","84.74","17-Jul-3130"
"CUST0000426443","INV0712966","106.29","19-Nov-3130"
"CUST0000305806","INV0712985","77.69","29-Nov-3130"
"CUST0000207764","INV0713029","81.69","30-Dec-3130"
"CUST0000117735","INV0713919","104.85","17-Jun-3132"
"CUST0000392822","INV0714626","97.34","23-Aug-3133"
